	S1	S2	S3	S4	S5	S6	S7	S8	S9	S10	S11	S12	S13	S14	S15	S16	S17	Kingdom	Phylum	Class	Order	Family	Genus	Species
seq46	0	3225	0	0	18806	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	rectivirgula
seq47	0	0	0	0	14984	0	619	0	0	0	0	0	0	0	0	6355	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	
seq48	2069	7590	0	8968	3266	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq49	8660	0	0	0	0	4268	0	0	0	0	0	0	0	7559	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	avium
seq50	4074	0	0	0	0	0	0	0	0	0	0	0	0	16239	0	147	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	urealyticum
seq51	8205	0	4000	0	3782	2979	0	46	0	0	0	0	0	1051	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae		
seq52	0	0	0	0	0	0	0	0	0	0	0	0	0	19069	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria				
seq53	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18884	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq54	2833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15917	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	composti
seq55	2553	3998	0	5023	3940	2059	482	0	260	0	0	0	0	0	243	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq56	627	0	0	0	0	0	0	2406	0	0	0	0	0	0	12114	3210	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq57	0	0	0	0	18243	0	0	0	0	0	0	0	0	0	55	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
seq58	0	2305	6417	2754	6346	0	0	0	0	403	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq59	0	0	18074	56	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
seq60	0	0	0	0	0	0	0	18100	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Aneurinibacillus	thermoaerophilus
seq61	0	0	8827	0	9108	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq62	0	0	8693	0	9056	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq63	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17428	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq64	0	11831	0	0	0	0	0	0	0	0	0	654	0	0	4655	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae		
seq65	0	0	7770	0	8023	0	0	0	0	1114	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq66	777	0	0	0	0	14251	0	0	1271	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae	Longispora	
seq67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16036	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq68	0	0	2288	0	3217	0	0	0	0	0	0	0	0	0	0	9885	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	
seq69	0	0	15077	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	rectivirgula
seq70	0	0	0	0	0	0	0	0	0	0	267	0	0	14625	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	thermophilus
seq71	0	0	8134	0	6717	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	fusca
seq72	0	0	0	0	4588	0	0	0	0	0	0	0	0	0	0	10160	0	Bacteria	Firmicutes	Bacilli				
seq73	2141	0	0	0	0	12034	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Acidimicrobiia	Actinomarinales			
seq74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14057	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13789	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	intermedius
seq76	0	0	0	0	0	0	0	2828	0	0	0	0	0	0	10863	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	glauca
seq77	0	5585	0	6624	0	0	0	0	0	602	0	0	0	0	746	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae		
seq78	0	0	6528	0	6949	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq79	0	1990	6522	0	0	0	0	4623	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	viridis
seq80	0	0	6281	0	6092	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	fusca
seq81	190	0	5889	0	5733	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales			
seq82	3499	0	0	0	0	6045	0	0	717	0	0	0	0	0	0	1334	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae		
seq83	0	0	0	0	0	0	0	0	0	3913	0	0	0	0	0	7662	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq84	0	0	0	0	11375	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	rectivirgula
seq85	6062	0	0	1579	0	327	0	0	0	0	0	0	0	0	0	3300	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Novibacillus	
seq86	0	0	0	0	0	345	0	0	0	0	0	0	0	7885	2721	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	quisquiliarum
seq87	0	0	0	0	6769	0	3960	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
seq88	0	0	0	5932	0	0	3322	0	0	1345	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	
seq89	0	0	0	0	0	0	0	10550	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	thermoresistibile
seq90	0	0	3678	0	3637	0	0	0	0	0	0	0	0	3173	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	
seq91	0	0	0	6585	0	0	3709	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq92	4723	0	842	0	773	3379	0	0	557	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	fusca
seq93	0	3758	0	4730	0	280	0	0	0	0	0	0	0	1392	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq94	0	0	0	0	0	0	0	0	0	4855	0	0	0	0	5264	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10082	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	
seq96	0	0	0	0	1158	0	0	1398	0	0	0	0	74	0	0	7028	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq97	4101	5535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq98	0	0	0	0	0	0	0	0	0	0	0	0	0	9556	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micromonosporales	Micromonosporaceae		
seq99	0	192	0	0	0	0	0	0	0	9347	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	glauca
seq100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9469	0	Bacteria	Firmicutes					
seq101	3843	0	0	0	0	3744	0	0	0	0	0	0	0	1859	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq102	3436	0	677	5223	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq103	0	0	0	0	0	0	0	0	0	4275	0	0	0	0	4779	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Shimazuella	
seq104	0	0	0	0	0	0	0	0	0	0	0	0	0	8910	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	fusca
seq105	7632	0	0	0	0	0	69	1016	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq106	0	0	0	7073	0	1614	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq107	3542	0	0	0	0	4832	0	0	0	0	0	0	0	97	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Cohnella	
seq108	0	0	4192	0	4084	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	
seq109	0	0	0	0	0	8216	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	BIrii41		
seq110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7726	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq111	0	0	0	0	0	0	7623	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	quisquiliarum
seq112	0	0	2484	4931	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq113	0	0	0	0	7309	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	stationis
seq114	0	0	0	0	0	6636	0	0	616	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq115	0	0	3470	0	3752	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq116	0	0	7115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	stationis
seq117	0	0	0	4219	0	0	0	0	0	2894	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq118	893	0	0	5854	0	0	0	0	0	323	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq119	0	0	0	3625	0	0	549	0	0	0	0	0	0	0	2872	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sinibacillus	soli
seq120	0	0	0	0	0	0	0	0	0	7017	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq121	235	0	0	47	0	0	867	4725	0	0	0	0	0	0	0	1032	0	Bacteria	Chloroflexi	Chloroflexia	Thermomicrobiales	JG30-KF-CM45		
seq122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6888	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	
seq123	2877	0	0	0	0	3834	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	thermoresistibile
seq124	0	0	0	0	0	0	0	0	0	6552	0	0	0	122	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	caeni
seq125	0	0	0	0	0	0	0	0	0	0	0	0	0	4189	0	2355	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	thermoresistibile
seq126	3031	3489	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq127	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	6289	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq128	0	0	2486	0	1804	0	0	2178	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	
seq129	0	0	0	0	6236	0	0	0	214	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniibacillus	agariperforans
seq130	0	0	3042	0	3400	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq131	6330	0	0	0	0	0	0	56	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Virgibacillus	
seq132	181	2895	0	0	0	676	0	0	0	2603	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Sinibacillus	soli
seq133	0	0	0	0	5151	0	0	1169	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq134	0	0	6293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq135	0	0	0	0	772	0	0	0	0	0	0	0	0	0	0	5521	0	Bacteria	Firmicutes	Bacilli				
seq136	0	0	0	0	6276	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq137	0	2962	0	3303	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	
seq138	0	0	0	0	0	0	0	0	0	3188	0	0	0	0	3044	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales			
seq139	0	0	6227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	
seq140	0	775	0	1072	0	0	0	0	0	2038	0	0	0	0	2282	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Melghirimyces	
seq141	4108	0	0	0	0	0	0	0	225	0	0	0	0	1776	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq142	0	0	0	0	0	0	0	62	0	0	0	0	0	0	6044	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6045	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae	Limnochorda	
seq144	0	0	0	0	0	0	0	4168	0	0	0	0	0	0	0	1849	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	
seq145	2113	0	535	0	0	3080	0	0	0	250	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldalkalibacillus	
seq146	1704	0	0	0	0	4270	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq147	0	0	0	0	0	0	0	0	0	2843	0	0	0	0	3131	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Nosocomiicoccus	
seq148	666	0	0	0	0	5299	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq149	0	0	0	0	4765	0	0	1200	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq150	0	0	0	0	0	0	0	0	0	0	0	0	0	262	0	5679	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq151	0	0	0	0	0	0	5916	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	thermolactis
seq152	1658	0	0	0	0	2946	0	0	0	0	0	0	0	1209	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq153	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	5556	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ureibacillus	thermosphaericus
seq154	0	0	0	0	0	0	0	0	0	0	0	0	62	0	0	5701	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	
seq155	0	0	0	0	0	0	0	0	0	2805	0	0	0	0	2940	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharopolyspora	rectivirgula
seq156	0	0	5728	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Ammoniibacillus	agariperforans
seq157	0	0	0	2106	0	3581	0	0	0	0	24	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Ornithinibacillus	
seq158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5656	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	debilis
seq159	0	0	0	0	0	0	0	0	0	2442	0	0	0	0	3203	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Cardiobacteriales	Wohlfahrtiimonadaceae	Ignatzschineria	indica
seq160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5621	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq161	0	0	0	0	0	0	0	562	0	0	0	0	0	858	3745	448	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5531	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XVIII	Symbiobacterium	thermophilum
seq163	0	0	0	0	5518	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	
seq164	0	0	0	0	0	0	0	5468	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	
seq165	0	0	0	0	0	5462	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq166	0	0	0	0	0	0	0	5078	381	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Actinomadura	
seq167	0	0	0	0	0	5351	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Gemmatimonadetes	S0134_terrestrial_group				
seq168	0	0	0	0	4600	0	0	733	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Atopostipes	
seq169	0	2477	0	0	0	0	0	267	0	0	0	0	0	2583	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae		
seq170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5248	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
seq171	2159	0	0	0	0	0	0	0	0	0	0	0	0	3066	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Lentibacillus	
seq172	0	0	0	0	0	5167	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Bacteroidetes	Bacteroidia	Cytophagales	Spirosomaceae	Persicitalea	
seq173	0	0	0	0	0	0	0	0	0	5143	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq174	0	0	0	0	0	0	0	2279	0	0	0	0	0	0	0	2808	0	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Corynebacteriaceae	Corynebacterium_1	stationis
seq175	0	0	0	0	4391	0	0	0	0	0	0	0	601	0	0	0	73	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Caldibacillus	debilis
seq176	0	0	0	0	0	0	1490	3537	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	composti
seq177	556	2132	0	2330	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5004	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Family_XVIII	Symbiobacterium	
seq179	0	0	0	0	0	0	0	0	0	2204	0	0	0	0	2739	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Hathewaya	
seq180	0	4924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq181	2336	0	0	0	0	0	0	0	0	0	0	0	0	2540	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Nocardiopsaceae	Thermobifida	fusca
seq182	0	4848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq183	0	0	0	0	0	0	0	0	0	2023	0	0	0	0	2790	0	0	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae_1	Hathewaya	
seq184	0	0	4800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq185	0	0	0	0	4793	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Enteractinococcus	
seq186	0	0	0	0	0	47	0	0	0	0	0	0	0	711	0	4023	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae		
seq187	750	0	0	0	0	0	0	0	0	0	0	0	0	4007	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	
seq188	0	4751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Cerasibacillus	
seq189	0	0	0	0	0	0	4746	0	0	0	0	0	0	0	0	0	0	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Thermocrispum	municipale
seq190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4744	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4736	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Thermoactinomyces	
seq192	4703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq193	0	0	1359	0	0	0	0	2192	0	0	0	0	0	0	0	1149	0	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Brevibacteriaceae	Brevibacterium	senegalense
seq194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4638	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
seq195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4562	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	
seq196	931	0	0	0	0	2502	0	0	0	0	0	0	0	1106	0	0	0	Bacteria	Firmicutes	Limnochordia	Limnochordales	Limnochordaceae		
seq197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4520	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq198	0	0	0	0	0	0	0	0	0	0	0	0	0	4510	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodovibrionales	Fodinicurvataceae		
seq199	0	0	4497	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Oceanobacillus	
seq200	0	0	4495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli				
seq201	0	0	0	0	0	0	0	4472	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Gracilibacillus	halotolerans
seq202	0	0	0	0	0	4465	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae		
seq203	0	0	4394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Thermoactinomycetaceae	Planifilum	composti
seq204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4344	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq205	0	0	0	0	0	0	0	4342	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Chelativorans	
seq206	0	0	0	0	0	0	0	0	0	461	0	0	0	0	427	3453	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	
seq207	0	0	0	0	2428	0	8	0	0	0	0	0	0	0	0	1892	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Aeribacillus	pallidus
seq208	0	0	0	0	0	0	0	0	0	0	0	0	0	1019	3276	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq209	0	1937	0	2346	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4245	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Geobacillus	
seq211	0	4181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae		
seq212	4179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Bacteria	Proteobacteria	Gammaproteobacteria				
seq213	0	0	0	0	0	0	4167	0	0	0	0	0	0	0	0	0	0	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Pseudogracilibacillus	
seq214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4102	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	
